bioguide,name,chamber,party,state,district,industry_labels,policy_topics,committees,subcommittees,official_url
D000634,Troy Downing,House,Republican,MT,2,"[""Artificial intelligence"", ""Asset management"", ""Banking"", ""Blockchain financial services"", ""Brokerage"", ""Consumer finance"", ""Cryptocurrency exchange"", ""Digital assets"", ""Digital payments"", ""Fintech"", ""Forestry"", ""Institutional investing"", ""Insurance"", ""Investment banking"", ""Market data"", ""Mining royalties"", ""Mortgage technology"", ""Multifamily residential REIT"", ""Natural-gas exploration & production"", ""Oil exploration & production"", ""Property & casualty insurance"", ""Residential real estate"", ""Securities exchanges"", ""Specialty minerals"", ""Water infrastructure"", ""Water utilities""]","[""AI in financial services"", ""Capital markets regulation"", ""Digital asset regulation"", ""Financial regulation"", ""Fintech policy"", ""Fisheries"", ""Housing finance"", ""Insurance regulation"", ""Natural resources policy"", ""Public lands"", ""Water policy"", ""Wildlife""]","[""House Committee on Financial Services"", ""House Committee on Natural Resources""]","[""Capital Markets"", ""Digital Assets, Financial Technology, and Artificial Intelligence"", ""Housing and Insurance"", ""Indian and Insular Affairs"", ""Water, Wildlife and Fisheries""]",https://downing.house.gov
N000026,Troy E. Nehls,House,Republican,TX,22,"[""Aerospace systems"", ""Air freight"", ""Aircraft manufacturing"", ""Commercial aerospace"", ""Hazardous-waste services"", ""Infrastructure construction"", ""Oil & gas pipelines"", ""Passenger airlines"", ""Pipeline construction"", ""Rail equipment"", ""Rail technology"", ""Transit systems"", ""Transportation infrastructure""]","[""Aviation safety"", ""FAA policy"", ""Hazardous materials"", ""Highway policy"", ""Infrastructure policy"", ""Pipeline safety"", ""Public transit"", ""Rail safety"", ""Transportation policy""]","[""House Committee on Transportation and Infrastructure"", ""House Committee on the Judiciary"", ""House Select Subcommittee to Investigate the Remaining Questions Surrounding January 6, 2021""]","[""Aviation"", ""Crime and Federal Government Surveillance"", ""Highways and Transit"", ""Immigration Integrity, Security, and Enforcement"", ""Railroads, Pipelines, and Hazardous Materials""]",https://nehls.house.gov
H001094,Val T. Hoyle,House,Democrat,OR,4,"[""Aerospace systems"", ""Air freight"", ""Aircraft manufacturing"", ""Commercial aerospace"", ""Environmental services"", ""Forestry"", ""Infrastructure construction"", ""Mining royalties"", ""Natural-gas exploration & production"", ""Oil exploration & production"", ""Passenger airlines"", ""Specialty minerals"", ""Transit systems"", ""Transportation infrastructure"", ""Wastewater services"", ""Water infrastructure"", ""Water treatment"", ""Water utilities""]","[""Aviation safety"", ""Environmental infrastructure"", ""FAA policy"", ""Fisheries"", ""Highway policy"", ""Infrastructure policy"", ""Natural resources policy"", ""Public lands"", ""Public transit"", ""Transportation policy"", ""Water policy"", ""Water resources"", ""Wildlife""]","[""House Committee on Natural Resources"", ""House Committee on Transportation and Infrastructure""]","[""Aviation"", ""Highways and Transit"", ""Indian and Insular Affairs"", ""Water Resources and Environment"", ""Water, Wildlife and Fisheries""]",https://hoyle.house.gov
F000477,Valerie P. Foushee,House,Democrat,NC,4,"[""Aerospace systems"", ""Air freight"", ""Aircraft manufacturing"", ""Artificial intelligence"", ""Battery storage"", ""Clean energy"", ""Commercial aerospace"", ""Electric utilities"", ""Hazardous-waste services"", ""Hydrogen energy"", ""Infrastructure construction"", ""Integrated oil & gas"", ""Natural-gas exploration & production"", ""Nuclear power"", ""Oil & gas pipelines"", ""Passenger airlines"", ""Pipeline construction"", ""Power generation"", ""Power transmission"", ""Rail equipment"", ""Rail technology"", ""Satellite communications"", ""Semiconductors"", ""Solar energy"", ""Space launch"", ""Space systems"", ""Transportation infrastructure"", ""Wind energy""]","[""Aviation safety"", ""Commercial space policy"", ""Energy infrastructure"", ""Energy regulation"", ""Energy research"", ""FAA policy"", ""Grid reliability"", ""Hazardous materials"", ""Infrastructure policy"", ""NASA"", ""Pipeline safety"", ""Rail safety"", ""Science policy"", ""Space policy"", ""Technology policy"", ""Transportation policy""]","[""House Committee on Science, Space, and Technology"", ""House Committee on Transportation and Infrastructure""]","[""Aviation"", ""Energy"", ""Railroads, Pipelines, and Hazardous Materials"", ""Space and Aeronautics""]",https://foushee.house.gov
B001260,Vern Buchanan,House,Republican,FL,16,"[""Biotechnology"", ""Health insurance"", ""Healthcare services"", ""Healthcare software"", ""Managed care"", ""Medical devices"", ""Medical diagnostics"", ""Pharmaceuticals""]","[""Customs"", ""FDA policy"", ""Health insurance policy"", ""Health tax policy"", ""Medicare policy"", ""Public health policy"", ""Tariffs"", ""Trade policy""]","[""House Committee on Ways and Means"", ""Joint Committee on Taxation""]","[""Health"", ""Trade""]",https://buchanan.house.gov
E000299,Veronica Escobar,House,Democrat,TX,16,"[""Cybersecurity"", ""Defense communications"", ""Defense technology"", ""Healthcare services"", ""Infrastructure construction"", ""Medical devices""]","[""Border security"", ""Federal appropriations"", ""Homeland security appropriations"", ""Military construction"", ""Veterans affairs""]","[""House Committee on Appropriations"", ""House Committee on the Budget""]","[""Homeland Security"", ""Military Construction, Veterans Affairs, and Related Agencies""]",https://escobar.house.gov
G000581,Vicente Gonzalez,House,Democrat,TX,34,"[""Asset management"", ""Banking"", ""Brokerage"", ""Consumer finance"", ""Fintech"", ""Institutional investing"", ""Insurance"", ""Investment banking"", ""Market data"", ""Securities exchanges""]","[""Capital markets regulation"", ""Financial regulation""]","[""House Committee on Financial Services""]","[""Capital Markets"", ""National Security, Illicit Finance, and International Financial Institutions""]",https://gonzalez.house.gov
S000929,Victoria Spartz,House,Republican,IN,5,[],[],"[""Joint Economic Committee""]",[],https://spartz.house.gov
F000480,Vince Fong,House,Republican,CA,20,"[""Advanced materials"", ""Aerospace systems"", ""Artificial intelligence"", ""Cloud security"", ""Commercial aerospace"", ""Cybersecurity"", ""Electric-grid infrastructure"", ""Environmental services"", ""Hazardous-waste services"", ""Identity security"", ""Infrastructure construction"", ""Oil & gas pipelines"", ""Pipeline construction"", ""Quantum technology"", ""Rail equipment"", ""Rail technology"", ""Robotics & AI"", ""Satellite communications"", ""Semiconductors"", ""Space launch"", ""Space systems"", ""Telecom infrastructure"", ""Transit systems"", ""Transportation infrastructure"", ""Wastewater services"", ""Water infrastructure"", ""Water treatment""]","[""Commercial space policy"", ""Critical infrastructure cybersecurity"", ""Emerging technology"", ""Environmental infrastructure"", ""Federal R&D"", ""Hazardous materials"", ""Highway policy"", ""Homeland security"", ""Infrastructure policy"", ""NASA"", ""Pipeline safety"", ""Public transit"", ""Rail safety"", ""Science policy"", ""Space policy"", ""Technology policy"", ""Transportation policy"", ""Water resources""]","[""House Committee on Homeland Security"", ""House Committee on Science, Space, and Technology"", ""House Committee on Transportation and Infrastructure""]","[""Cybersecurity and Infrastructure Protection"", ""Highways and Transit"", ""Railroads, Pipelines, and Hazardous Materials"", ""Research and Technology"", ""Space and Aeronautics"", ""Water Resources and Environment""]",https://fong.house.gov
F000450,Virginia Foxx,House,Republican,NC,5,[],[],"[""House Committee on Education and Workforce"", ""House Committee on Oversight and Government Reform"", ""House Committee on Rules""]","[""Government Operations"", ""Health, Employment, Labor, and Pensions""]",https://foxx.house.gov
S001214,W. Gregory Steube,House,Republican,FL,17,"[""Biotechnology"", ""Cybersecurity"", ""Defense communications"", ""Defense electronics"", ""Health insurance"", ""Healthcare services"", ""Healthcare software"", ""Managed care"", ""Medical devices"", ""Medical diagnostics"", ""Pharmaceuticals"", ""Satellite communications"", ""Space systems""]","[""Classified intelligence"", ""Customs"", ""Cyber intelligence"", ""FDA policy"", ""Health insurance policy"", ""Health tax policy"", ""Medicare policy"", ""National security"", ""Public health policy"", ""Tariffs"", ""Trade policy""]","[""House Committee on Ways and Means"", ""House Permanent Select Committee on Intelligence""]","[""Defense Intelligence and Overhead Architecture"", ""Health"", ""National Security Agency and Cyber"", ""Open Source Intelligence"", ""Trade""]",https://steube.house.gov
D000626,Warren Davidson,House,Republican,OH,8,"[""Artificial intelligence"", ""Asset management"", ""Banking"", ""Blockchain financial services"", ""Brokerage"", ""Consumer finance"", ""Cryptocurrency exchange"", ""Digital assets"", ""Digital payments"", ""Fintech"", ""Institutional investing"", ""Insurance"", ""Investment banking"", ""Market data"", ""Securities exchanges""]","[""AI in financial services"", ""Capital markets regulation"", ""Digital asset regulation"", ""Financial regulation"", ""Fintech policy""]","[""House Committee on Financial Services"", ""House Committee on Foreign Affairs""]","[""Capital Markets"", ""Digital Assets, Financial Technology, and Artificial Intelligence"", ""Europe"", ""National Security, Illicit Finance, and International Financial Institutions"", ""Oversight and Intelligence""]",https://davidson.house.gov
B001324,Wesley Bell,House,Democrat,MO,1,"[""Aerospace & defense"", ""Aircraft manufacturing"", ""Defense aerospace"", ""Defense electronics"", ""Defense systems"", ""Defense technology"", ""Military drones"", ""Military systems"", ""Missile systems"", ""Nuclear technology"", ""Space systems""]","[""Ground combat systems"", ""Military procurement"", ""Military space"", ""Missile defense"", ""National defense"", ""Nuclear deterrence"", ""Tactical aviation""]","[""House Committee on Armed Services"", ""House Committee on Foreign Affairs"", ""House Committee on Oversight and Government Reform""]","[""Federal Law Enforcement"", ""Health Care and Financial Services"", ""Strategic Forces"", ""Tactical Air and Land Forces""]",https://bell.house.gov
H001095,Wesley Hunt,House,Republican,TX,38,"[""Forestry"", ""Gold"", ""Iron ore"", ""Mining royalties"", ""Natural-gas exploration & production"", ""Oil exploration & production"", ""Silver"", ""Specialty minerals""]","[""Federal energy resources"", ""Mining policy"", ""Natural resources policy"", ""Public lands""]","[""House Committee on Natural Resources"", ""House Committee on the Judiciary""]","[""Energy and Mineral Resources"", ""Federal Lands"", ""Immigration Integrity, Security, and Enforcement"", ""The Constitution and Limited Government""]",https://hunt.house.gov
K000375,William R. Keating,House,Democrat,MA,9,"[""Aerospace & defense"", ""Artificial intelligence"", ""Cloud computing"", ""Cybersecurity"", ""Defense communications"", ""Defense electronics"", ""Defense software"", ""Defense systems"", ""Defense technology"", ""Satellite communications"", ""Space systems""]","[""Classified intelligence"", ""Defense IT"", ""Defense cybersecurity"", ""Military AI"", ""Military intelligence"", ""Military procurement"", ""National defense"", ""Special operations""]","[""House Committee on Armed Services"", ""House Committee on Foreign Affairs""]","[""Cyber, Information Technologies, and Innovation"", ""Europe"", ""Intelligence and Special Operations"", ""Middle East and North Africa""]",https://keating.house.gov
T000480,William R. Timmons IV,House,Republican,SC,4,"[""Artificial intelligence"", ""Asset management"", ""Banking"", ""Blockchain financial services"", ""Commercial banking"", ""Consumer banking"", ""Consumer finance"", ""Credit cards"", ""Cryptocurrency exchange"", ""Digital assets"", ""Digital payments"", ""Fintech"", ""Insurance"", ""Mortgage technology"", ""Multifamily residential REIT"", ""Property & casualty insurance"", ""Regional banking"", ""Residential real estate"", ""Securities exchanges""]","[""AI in financial services"", ""Bank regulation"", ""Consumer financial protection"", ""Digital asset regulation"", ""Financial regulation"", ""Fintech policy"", ""Housing finance"", ""Insurance regulation""]","[""House Committee on Financial Services"", ""House Committee on Oversight and Government Reform""]","[""Delivering on Government Efficiency"", ""Digital Assets, Financial Technology, and Artificial Intelligence"", ""Financial Institutions"", ""Housing and Insurance"", ""Military and Foreign Affairs""]",https://timmons.house.gov
